[SYS] 2025/11/17 - 10:13:15 | 未找到 .env 文件，使用默认环境变量，如果需要，请创建 .env 文件并设置相关变量 
[SYS] 2025/11/17 - 12:26:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:26:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:27:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:27:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:27:16 | syncing options from database 
[SYS] 2025/11/17 - 12:27:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:27:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:27:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:27:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:27:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:27:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:28:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:28:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:28:15 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 12:28:15 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 12:28:16 | syncing options from database 
[SYS] 2025/11/17 - 12:28:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:28:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:28:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:28:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:28:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:28:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:29:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:29:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:29:16 | syncing options from database 
[SYS] 2025/11/17 - 12:29:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:29:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:29:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:29:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:29:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:29:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:30:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:30:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:30:16 | syncing options from database 
[SYS] 2025/11/17 - 12:30:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:30:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:30:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:30:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:30:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:30:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:31:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:31:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:31:16 | syncing options from database 
[SYS] 2025/11/17 - 12:31:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:31:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:31:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:31:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:31:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:31:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:32:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:32:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:32:16 | syncing options from database 
[SYS] 2025/11/17 - 12:32:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:32:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:32:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:32:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:32:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:32:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:33:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:33:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:33:15 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 12:33:15 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 12:33:16 | syncing options from database 
[SYS] 2025/11/17 - 12:33:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:33:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:33:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:33:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:33:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:33:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:34:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:34:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:34:16 | syncing options from database 
[SYS] 2025/11/17 - 12:34:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:34:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:34:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:34:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:34:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:34:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:35:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:35:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:35:16 | syncing options from database 
[SYS] 2025/11/17 - 12:35:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:35:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:35:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:35:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:35:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:35:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:36:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:36:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:36:16 | syncing options from database 
[SYS] 2025/11/17 - 12:36:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:36:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:36:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:36:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:36:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:36:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:37:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:37:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:37:16 | syncing options from database 
[SYS] 2025/11/17 - 12:37:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:37:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:37:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:37:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:37:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:37:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:38:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:38:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:38:15 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 12:38:15 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 12:38:16 | syncing options from database 
[SYS] 2025/11/17 - 12:38:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:38:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:38:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:38:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:38:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:38:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:39:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:39:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:39:16 | syncing options from database 
[SYS] 2025/11/17 - 12:39:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:39:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:39:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:39:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:39:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:39:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:40:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:40:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:40:16 | syncing options from database 
[SYS] 2025/11/17 - 12:40:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:40:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:40:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:40:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:40:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:40:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:41:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:41:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:41:16 | syncing options from database 
[SYS] 2025/11/17 - 12:41:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:41:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:41:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:41:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:41:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:41:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:42:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:42:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:42:16 | syncing options from database 
[SYS] 2025/11/17 - 12:42:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:42:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:42:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:42:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:42:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:42:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:43:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:43:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:43:15 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 12:43:15 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 12:43:16 | syncing options from database 
[SYS] 2025/11/17 - 12:43:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:43:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:43:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:43:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:43:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:43:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:44:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:44:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:44:16 | syncing options from database 
[SYS] 2025/11/17 - 12:44:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:44:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:44:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:44:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:44:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:44:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:45:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:45:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:45:16 | syncing options from database 
[SYS] 2025/11/17 - 12:45:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:45:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:45:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:45:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:45:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:45:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:46:02 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:46:02 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:46:16 | syncing options from database 
[SYS] 2025/11/17 - 12:46:17 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:46:17 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:46:32 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:46:32 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:46:47 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:46:47 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:47:02 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:47:02 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:47:16 | syncing options from database 
[SYS] 2025/11/17 - 12:47:17 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:47:17 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:47:32 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:47:32 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:47:47 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:47:47 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:48:02 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:48:02 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:48:15 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 12:48:15 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 12:48:16 | syncing options from database 
[SYS] 2025/11/17 - 12:48:17 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:48:17 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:48:32 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:48:32 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:48:47 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:48:47 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:49:02 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:49:02 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:49:16 | syncing options from database 
[SYS] 2025/11/17 - 12:49:17 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:49:17 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:49:32 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:49:32 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:49:47 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:49:47 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:50:02 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:50:02 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:50:16 | syncing options from database 
[SYS] 2025/11/17 - 12:50:17 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:50:17 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:50:32 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:50:32 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:50:47 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:50:47 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:51:02 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:51:02 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:51:16 | syncing options from database 
[SYS] 2025/11/17 - 12:51:17 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:51:17 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:51:32 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:51:32 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:51:47 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:51:47 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:52:02 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:52:02 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:52:16 | syncing options from database 
[SYS] 2025/11/17 - 12:52:17 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:52:17 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:52:32 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:52:32 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:52:47 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:52:47 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:53:02 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:53:02 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:53:15 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 12:53:15 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 12:53:16 | syncing options from database 
[SYS] 2025/11/17 - 12:53:17 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:53:17 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:53:32 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:53:32 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:53:47 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:53:47 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:54:02 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:54:02 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:54:16 | syncing options from database 
[SYS] 2025/11/17 - 12:54:17 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:54:17 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:54:32 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:54:32 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:54:47 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:54:47 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:55:02 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:55:02 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:55:16 | syncing options from database 
[SYS] 2025/11/17 - 12:55:17 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:55:17 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:55:32 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:55:32 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:55:47 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:55:47 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:56:02 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:56:02 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:56:16 | syncing options from database 
[SYS] 2025/11/17 - 12:56:17 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:56:17 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:56:32 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:56:32 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:56:47 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:56:47 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:57:02 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:57:02 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:57:16 | syncing options from database 
[SYS] 2025/11/17 - 12:57:17 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:57:17 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:57:32 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:57:32 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:57:47 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:57:47 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:58:02 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:58:02 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:58:15 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 12:58:15 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 12:58:16 | syncing options from database 
[SYS] 2025/11/17 - 12:58:17 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:58:17 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:58:32 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:58:32 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:58:47 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:58:47 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:59:02 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:59:02 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:59:16 | syncing options from database 
[SYS] 2025/11/17 - 12:59:17 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:59:17 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:59:32 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:59:32 | 任务进度轮询完成 
[SYS] 2025/11/17 - 12:59:47 | 任务进度轮询开始 
[SYS] 2025/11/17 - 12:59:47 | 任务进度轮询完成 
[SYS] 2025/11/17 - 13:00:02 | 任务进度轮询开始 
[SYS] 2025/11/17 - 13:00:02 | 任务进度轮询完成 
[SYS] 2025/11/17 - 13:00:16 | syncing options from database 
[SYS] 2025/11/17 - 13:00:17 | 任务进度轮询开始 
[SYS] 2025/11/17 - 13:00:17 | 任务进度轮询完成 
[SYS] 2025/11/17 - 13:00:32 | 任务进度轮询开始 
[SYS] 2025/11/17 - 13:00:32 | 任务进度轮询完成 
[SYS] 2025/11/17 - 13:00:47 | 任务进度轮询开始 
[SYS] 2025/11/17 - 13:00:47 | 任务进度轮询完成 
[SYS] 2025/11/17 - 13:01:02 | 任务进度轮询开始 
[SYS] 2025/11/17 - 13:01:02 | 任务进度轮询完成 
[SYS] 2025/11/17 - 13:01:16 | syncing options from database 
[SYS] 2025/11/17 - 13:01:17 | 任务进度轮询开始 
[SYS] 2025/11/17 - 13:01:17 | 任务进度轮询完成 
[SYS] 2025/11/17 - 13:01:32 | 任务进度轮询开始 
[SYS] 2025/11/17 - 13:01:32 | 任务进度轮询完成 
[SYS] 2025/11/17 - 13:01:47 | 任务进度轮询开始 
[SYS] 2025/11/17 - 13:01:47 | 任务进度轮询完成 
[SYS] 2025/11/17 - 13:02:02 | 任务进度轮询开始 
[SYS] 2025/11/17 - 13:02:02 | 任务进度轮询完成 
[SYS] 2025/11/17 - 13:02:16 | syncing options from database 
[SYS] 2025/11/17 - 13:02:17 | 任务进度轮询开始 
[SYS] 2025/11/17 - 13:02:17 | 任务进度轮询完成 
[SYS] 2025/11/17 - 13:02:32 | 任务进度轮询开始 
[SYS] 2025/11/17 - 13:02:32 | 任务进度轮询完成 
[SYS] 2025/11/17 - 13:02:47 | 任务进度轮询开始 
[SYS] 2025/11/17 - 13:02:47 | 任务进度轮询完成 
[SYS] 2025/11/17 - 13:03:02 | 任务进度轮询开始 
[SYS] 2025/11/17 - 13:03:02 | 任务进度轮询完成 
[SYS] 2025/11/17 - 13:03:15 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 13:03:15 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 13:03:16 | syncing options from database 
[SYS] 2025/11/17 - 13:03:17 | 任务进度轮询开始 
[SYS] 2025/11/17 - 13:03:17 | 任务进度轮询完成 
[SYS] 2025/11/17 - 13:03:32 | 任务进度轮询开始 
[SYS] 2025/11/17 - 13:03:32 | 任务进度轮询完成 
[SYS] 2025/11/17 - 13:03:47 | 任务进度轮询开始 
[SYS] 2025/11/17 - 13:03:47 | 任务进度轮询完成 
[SYS] 2025/11/17 - 13:04:02 | 任务进度轮询开始 
[SYS] 2025/11/17 - 13:04:02 | 任务进度轮询完成 
[SYS] 2025/11/17 - 13:04:16 | syncing options from database 
[SYS] 2025/11/17 - 13:04:17 | 任务进度轮询开始 
[SYS] 2025/11/17 - 13:04:17 | 任务进度轮询完成 
[SYS] 2025/11/17 - 13:04:32 | 任务进度轮询开始 
[SYS] 2025/11/17 - 13:04:32 | 任务进度轮询完成 
[SYS] 2025/11/17 - 13:04:47 | 任务进度轮询开始 
[SYS] 2025/11/17 - 13:04:47 | 任务进度轮询完成 
[SYS] 2025/11/17 - 13:05:02 | 任务进度轮询开始 
[SYS] 2025/11/17 - 13:05:02 | 任务进度轮询完成 
[SYS] 2025/11/17 - 13:05:16 | syncing options from database 
[SYS] 2025/11/17 - 13:05:17 | 任务进度轮询开始 
[SYS] 2025/11/17 - 13:05:17 | 任务进度轮询完成 
[SYS] 2025/11/17 - 13:05:32 | 任务进度轮询开始 
[SYS] 2025/11/17 - 13:05:32 | 任务进度轮询完成 
[SYS] 2025/11/17 - 13:05:47 | 任务进度轮询开始 
[SYS] 2025/11/17 - 13:05:47 | 任务进度轮询完成 
[SYS] 2025/11/17 - 13:06:02 | 任务进度轮询开始 
[SYS] 2025/11/17 - 13:06:02 | 任务进度轮询完成 
[SYS] 2025/11/17 - 13:06:16 | syncing options from database 
[SYS] 2025/11/17 - 13:06:17 | 任务进度轮询开始 
